Product Name,Brand Name,Rating,Reviews,Sentiment
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i went cellular damaged lcd screen who is responsible for that,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good as i expected,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,full bien,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,the item came on time and as prescribed,Neutral
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,amazing i love it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it doesnt work,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,a good phone my wife is enjoying it some issues with it the hot spot feature does not work,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this is an asskicking bit of kit i love it just the right size and looks and feels the part the dualsim is a great thing dont hesitate buy one,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,real y bad it is slowly function wrong,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,slow phone not much space didnt serve me well,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,perfect,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,ive grown to really appreciate this phone small drawback is that it keeps running out of memory but it maybe just a matter of removing some programs that were installed and disabling others i really dont needhowever i highly recommend it and have done so to many friends who have had excellent experiences with it and are simply wowed by the features,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this was a gift to my nephew he loved it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,i really like the samsung galaxy s duos its my first samsung it works great i use both sim cards with it and havent had any problems with it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone and works as expected,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good product,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,its a good phone but did not last long just fell and got damaged have no warranty,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone i took it overseas for a family member it was unlocked and works great,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,muy bueno,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,delivered as promised phoes in great condition im satisfied,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,beautifull excellent low price,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,i live in us i received a unit with european charger somewhat disappointed over the charger but the phone is nice troublefree,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,chevere,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,reliable 100 recommended,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,easy to use,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,not functioning accurately some time not screen not opening or taking to much time to open screen very compact to for key board typing not recommended,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,bought this to use when traveling internationally works well and is a great travel phone pop in a local sim and your good to go,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,nice phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,battery life is very poor for a phone especially for one that is deemed as a travel phone with dual sims i took this phone with me to europe and in general it operated ok but i found the volume from the phone to be inadequate compared to my zte valet that i use at home the battery is inadequate as i found my cellphone dying before the end of each day despite charging it up fully at night when youre traveling you need a phone that will stay powered up to assist you with gps mapping direction apps etc i kept powering off to save power but it seems if you run a google maps navigation app it will suck the battery power pretty quick not good for travel unless youre always near a power source to keep topping off the battery which can add to potential memory issues i returned it,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,thanks i lov it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy buen producto,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,phone excellent buy for use in venezuela with movistar 3g perfect recommend,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,phone came on time and its working perfectly as of now,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i am very impressed with this phone it is much better than i expectedalthough it does not run the latest version of android it has most of the functionality of a smart phone at a fraction of the price of the latest modelsit is a dual sim card model and i have one sim card for us and another for europeat home i use it with my wifi,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,a true international phone and it is a really great phone worth every penny compared with other models or brands this is the best phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i had a problem with the connection i could not make calls it kept telling me that the phone was not registered because the phone was international phone sumsung company did not wantto help me i really like the phone but i had bad experience with it,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this is the right size phone for my needs the screen size is perfect for my needs weight is right and the dual sim slots is a plus the camera take decent pictures love this phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,de acuerdo con lo ofrecido por vendedor tiempo de entrega lo ofrecido muy bien lo recomiento,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,slower processing but nice value for money spent was a birthday gift to wife and she is liking it all necessary things wifi camera apps etc are working finesurely recommend the product and seller both,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,it is awesome,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent arrived on time and works great,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i received my device at the time estimated and so far the phone functions as advertised the phone is a good one though it may not be the latest or greatest it serves my purpose,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,confiable,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exellent phone and not expensif take nice picture perfdct for my use,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,unless you are looking for a phone for the grand parents or the babysitter this phone is useless,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good simple smartphone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i bought this phone 2 months ago and it doesnt work at all already it got no water damager nor mishandling,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bueno,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,efficient and great price it is smaller than i expected it to be but it is perfect for my needs i am planning on traveling to two european countries this summer and i will get two sim cards i already put one card on spains and it works perfect it may not take the best pictures with the secondary camera but it will get the job done in an emergency it also has gps and hotspot wifi which i was very interested in getting just in case the need arisesother reviewers have mentioned that the memory is pretty low i purchased an 8gb sd card and now it has more memory for music and picturesmine came with the us plug charger and earphones the instructions though are in a different language except the very basic ones that come in english as well,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bueno,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone easy to carry and good battery,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,battery do not last too long but i like it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,this is an okay photo i was disappointed with the camera resolution and i thought the screen might have been bigger but it can pass,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente producto,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i received it very soon in perfect condictions,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,this phone works fine but i bought it solely for the bluetooth function i use it to send music to my motorcycle helmet this phone also doubles as my emergency phone works great for these situationsthe typing keys are so small its hard to dial phone numbers or to write texting messages without retyping many of the keys i would recommend using at least a 5 screen as your main phone like my wifes galaxy 4 phonei do like the fact that i am able to insert an external minisim card into this phone without opening the back of the phone connects to my laptop via a usb cord very easily to manually organize all my music filesas an emergency phone this phone is fine as your main phone i would not recommend it,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good product but most of the quality of the product the attention of the salesman i had a comunicoque and me with them and solve me almost immediately i recommend you for future operations,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone for the cost have been using it for about a month and no problems so far i dont game or use it for music only issue is finding case for it,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good for the price no complain good size good respond good sounds pictures nice excellent choice a reasonable price,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,nice phone for the price bought it for my daughter and she loves it i may get another on one,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this samsung galaxy s duos ii s7582 was a great choice and i am very happy with iti needed a dual sim phone for my daughter while she is traveling across multiple continents so i can stay in contact with her and she can use a local prepaid sim card i only had the phone a few days before sending it out again so this review is limited to that she had a gts7562 and was happy with it until it was stolen out of her hand in india travelers bewarehelpful infocame with android 42 the phone updated to 422 as soon as i connected it to the internetthis phone has slots for two of the larger sim cards – not the minisimmy us carriers sim card att plugged in and worked fine for both voice and data phone calls and voice quality worked fine i did not test the data speed on att but it seemed fine google maps worked great using gps and att datathis is the same size as the galaxy mini phones – it just has dual sim slotsthis phone came in a small factory sealed samsung box with the phone plastic back battery 1500mah usba to miniusb cable 18 inch “in ear” style earphones with microphone and an eu plug wall chargerprosunlocked from samsung designed for international use – so it should work with most any wmasim carrier in the worldgreat size for travel big enough for the android experience slightly larger screen than an iphone but not nearly the size of the more expensive 5 inch phonesgreat screen very easy to read and worked well even in sunlightphone worked great very responsive first power up screen asked for the language with a lot of choices wifi connected first time att sim card worked first timeprice – paid 158usd with free overnight shipping from primeconsbattery life though i did not get much of a chance to test this phone all android phones smart phones in general seem to lose their charge in less than a day plan for itonly 4gb internal flashminor wall charger is an eu plug but i have many us chargers and it is an international phonei suggest orderinghaving the following for this phone1 case – i got the 7usd amzer amz95155 tpu case and it works fine for basic protection2 microsd card – the phone had over 15gb available but for travel taking pictures storing musicvideo i got the sandisk sdsdqu016gaffpa 16gb microsd card for 13usd3 additional battery or portable usb charger4 international ac adapter or microusb power source for chargingover all i highly recommend this phone and i would buy another one if neededone last note this order was fulfilled by amazon prime and the seller was “asavings” – kudos to amazon and asavings for a perfect transaction,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,for the price its all u need it does everything that i need if u need more get a tablet but for a phone its more then enough for me,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,just got this and so far its running smoothly and i was surprised to see that the operating system is actually 422 jellybean this is very comparable and cheaper alternative to the s4 the phone came with earphones an international charger and a usb cable i am very pleased with this phone i highly recommended it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,it has everything you need to be connected at a low cost definitely it is a good buy and ole,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the best phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,just perfect samsung allways is excellent a very good cellphone fair simple but modern perfect size with great apps and easy to handle i recommend you buy it everything perfect,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,too bad that dropboxsamsung space deal has ended the cellphone works like a charm nice speed and a plethora of applications recommended,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,hi i was just wondering if anyone knows how i can make this into a prepaid phone i tried to activate this phone with the straight talk activation kit they said it wasnt compatible does anyone know what the carrier is for this phone so i can get it activated,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,it is a good phone for its price due to lack of a good instructions operation manual i have not been able to use its full potentialas it is very difficult for the first time smart phone user to operate it can some body help me as where to find some help,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone i use it specially for travel i buy a local sim card and use it as a gps speciallydo not hesitate to buy it i use iphone but i love this one too,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent product,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i have made several purchases in relation to this phonei recommendandroid operating system hasmay be put up to 16gb memoryit is fastcomfortableuser friendly,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,samsung galaxy s 2 duosthe samsung galaxy s 2 is a simple duos android smartphone with dual sim support with 4inch screen at 480 x 800 pixels 5 megapixel camera dualcore processor at 12ghz 768mb of ram 4gb of internal storage and android 42 jelly beaneasy access connection through wifi and 3g up,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i like the item,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,phone is very nice works perfect for the price really good very pleased,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,not working good at all,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,100 recomended,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,mommy loves it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i thought that i liked this phone i am an att customer and didnt want to sign up for a new contract nor did i want to pay three times what a phone is worth to get it from them all good until i went to actually try to link this to our data plan basically the way that this is made the best i can get with this phone together with atts network is 2g i am not willing to pay a monthly data fee for 2g if that isnt enough to discourage you try this we went to the chicago blues festival this past weekend and i had no phone service my husband called them and was told that we could go to suchandsuch address there near our hotel to deal with it but i didnt really want to waste time at 375 per night trying to get the phone to work,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it was great for about 7 months then problems showed up battery swelled up so i cant use the phone without it dying on me within 10 mins the firmware is not upgradeable i already knew this kind of unresponsive touch screen was expecting great things from samsung its a budget phone so maybe i shouldnt expect a lot,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,good cell phone es very beautifull nice,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,the middle button is broken already and i cant charge it anymore,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,good product i highly recommend it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,buy the phone that was not what i reach my destination i bought the 7582 and came als model 7562 i expect a prompt solution,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i am totally happy,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,we got this phone for use in europe with an international sim card the phone worked great with the sim card and we were able to receive calls everyone in europe it has the quad frequency required by most countries call clarity was good and the camera takes good pictures it has many apps already installed most of them are nice to have but not necessary we did not use data much in europe as we were on a cruise and spent time in london using tube and bus everything is pretty well marked so gps and other nice apps were not required the phone has many options and you can make it a secure as you desire it is small enough to fit snugly is most any pocket i was concerned about the size because of some previous comments i found it large enough to use with my big hands but yet compact enough to secure it against possible theft i also have to say it worked very well with my hearing aid something that not all phones do well i am very happy with the phone and plan to use it when we travel later this year we also use it to call sri lanka from the us because the call quality is great and the rates with our sim are better than our local phone or our us cell phone with att,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,the phone worked great and connected to tmobile by simply inserting the sim had to return due to a defect with the back button would have liked a replacement of the same model,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i purchased this item because the specs was exactly the one that i was looking for and the price was great for the features it arrived ontime everything was as described but the battery it only last for few hours during the time that i had the phone i could not talk more than half an hour without the need to reconnect it to charger initially i thought it might gets better with time but i was wrong i returned it after a weekthey refund me for the full price that i paid but i had to pay for the return shipment this is not fair because it was their fault is was defective,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i bought this smartphone for a gift to a beloved family member and i must say its amazing in many aspects its reliable i get surprised that came with android 422it really works fine with both simcards the web browsing is smooth in 3g the performance is excellent and the screen size is perfect for most applicationsthe phone also came with earphones an international charger and a usb cable i am very pleased with this phone and i highly recommended it for a gift or for personal use,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very pleased factory sealed new unopenedspecs as described factory unlocked bought it based on samsung reputation and dual sim capability for us and european travel supplier kept all commitments in timely manner,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,there is nothing i dislike about the phone its a very good thing and the price is great too strongly recommended for those with weaker pockets,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the cell works great and i love the fact that can be used for two sim i recommend the cell,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,fine,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bien,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,all went well they have my recommendation,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the best product ever,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,ok so this is my first smartphone and my needs are simple phone web access email nothing special or elaborate and the phone works great i specifically wanted a small phone to fix my little hands and this is just perfect yes the keypad is a little tight but ive learned to deal with it and the word prediction is fabulousmy cellphone service provider had to help me set up the connectivity as it is an unlocked phone so the settings werent preentered and its worked well since then im thrilled that the dual sim works as i love being able to use the phone throughout europe without removing my us sim card and trying not to lose it it seems fast and responsive to me although the paper manual did not tell me how to answer the phone which i found extremely frustrating then of course i found the answer on the webthe manual that i found amongst the apps was really helpful and it wouldve been nice if the useless paper manual had pointed me to it i certainly couldnt find a manual at samsungs website which surprised me no end i had learned how to deal with the wonders of android when i bought my tablet 2 years ago which made this whole experience a bit easier than it wouldve been otherwise its ability to scan and connect to wifi is wonderful and it frequently points me to open wifi sites id be otherwise unaware of on the whole i couldnt be happier with this purchase particularly for the price,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,hello this came to me as i expected perfect recommend this item and this shop will apologize for my english is not good,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,my son loves it excellent smart phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,una maravilla,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,so far a great phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,its good phone i like it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i knew i was buying a twogenerationsold phone when i got it expecting some slow performanceand i got it i didnt however think a phone with so long to mature would be so buggy between the unreliability the constant nagware asking me to download crap from samsung the dumb chirpy alerts and the price i found the whole thing a mediocre value even for a throwaway international dualsim phone,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i received a fake phone,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente telefonooo,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
